hour_ended,P Cl mg/l,P water flux mm/day,Q Cl mg/l,Q water flux mm/day,ET0 mm/day,S mm
2001-05-24,0.0,0.0,5.9,1.4231312849162012,4.119727869075675,-15.760662527674535
2001-05-25,0.0,0.0,5.9,1.3780307262569829,2.179293598190672,-16.526917085178006
2001-05-26,0.6,2.263744825,5.9,1.373505586592179,1.0556013159302944,-16.602940001683187
2001-05-27,0.6,24.76033255,5.9,1.7655837988826812,0.6680101667010518,-11.183606905941561
2001-05-28,0.6,6.631438185,5.9,2.183756983240224,1.1804020021120092,-6.411066809161977
2001-05-29,0.0,0.0,5.9,1.5691424581005582,2.713464994177267,-13.392517019072775
2001-05-30,0.8021533311574107,1.5677009550000005,6.1,1.4148603351955311,1.6273398209111545,-15.926445236267845
2001-05-31,2.8871580729266713,0.6928907599999998,6.1,1.3555055865921786,1.873194513081816,-16.844198149365234
2001-06-01,1.341142659400914,5.725045535,6.1,1.3658631284916194,0.7840481295352721,-16.786239849658607
2001-06-02,2.575351488714795,9.061302645,6.1,1.6560502793296088,1.6283693431069544,-12.390521226617887
2001-06-03,0.0,0.0,6.1,1.3445949720670392,3.0137469039231832,-16.992698204975987
2001-06-04,0.0,0.0,6.1,1.2663603351955308,2.233779592914214,-18.45376937256948
2001-06-05,3.19504042026801,6.261293105000001,6.1,1.2349106145251396,2.7020876546667085,-19.237511790483172
2001-06-06,2.8,12.946436885,5.8,1.614368715083799,0.8575488569332376,-12.806850514299759
2001-06-07,2.8,0.17559608999999998,5.8,1.5125279329608938,2.0016141153764417,-14.005690812104195
2001-06-08,2.8,4.903940935,5.8,1.3119888268156423,2.6704446506102864,-17.602702584588002
2001-06-09,2.8,1.2133556799999998,5.8,1.2581899441340785,2.227946446127281,-18.615239251779727
2001-06-10,0.0,0.0,5.8,1.1850586592178771,3.5201156843029584,-19.959850345219852
2001-06-11,0.0,0.0,5.8,1.1592905027932965,1.303082362444399,-20.543898418466497
2001-06-12,0.0,0.0,5.8,1.1336480446927373,1.4901036702268218,-21.04353964009994
2001-06-13,0.0,0.0,6.0,1.0968687150837988,2.338205879024161,-21.82027317156142
2001-06-14,1.1,6.634608425,6.0,1.1446843575418992,1.6896550074361258,-20.93065435790012
2001-06-15,1.1,19.364373200000006,6.0,1.9642374301675976,1.3187321614166423,-7.915385281213211
2001-06-16,1.1,2.279544625,6.0,1.7068826815642455,1.0689865633120692,-11.291993401199814
2001-06-17,0.0,0.0,6.0,1.3781061452513967,1.084980604926361,-16.392014366824856
2001-06-18,0.0,0.0,6.0,1.2513770949720668,2.2732376620233445,-18.72432099375105
2001-06-19,1.1,1.3857815249999996,6.0,1.2131396648044692,2.593051948015116,-19.4306963279938
2001-06-20,0.7131009615960243,8.713280704999999,5.9,1.3708910614525143,2.084716984613832,-16.602715969232975
2001-06-21,0.0,0.0,5.9,1.1903379888268155,3.736463221228013,-19.819183457951876
2001-06-22,0.0,0.0,5.9,1.120072625698324,3.282175055111348,-21.317963758384867
2001-06-23,0.0,0.0,5.9,1.0758519553072627,2.798751975990568,-22.274201032548767
2001-06-24,0.0,0.0,5.9,1.0383435754189945,2.8542905130199885,-23.12583440725381
2001-06-25,0.0,0.0,5.9,0.9956312849162012,3.6356342782876414,-24.144816607628368
2001-06-26,0.0,0.0,5.9,0.9516871508379888,4.283412419191564,-25.236617122035906
2001-06-27,1.3,3.1353847750000003,6.0,0.9691843575418994,1.2374573238204518,-24.853449175074058
2001-06-28,1.3,11.995780815000002,6.0,1.1463184357541896,1.6466647382735295,-20.76336118330348
2001-06-29,1.3,6.61880863,6.0,1.1462430167597764,1.208842117150578,-20.805033339488432
2001-06-30,1.3,1.7401268049999998,6.0,1.0764553072625698,1.48036733662659,-22.158221499360696
2001-07-01,1.3,2.09131899,6.0,0.9822318435754188,2.420699055771184,-24.43990958816391
2001-07-02,0.0,0.0,6.0,0.9060083798882684,4.062065648687515,-26.414961258981165
2001-07-03,1.3,10.475513525,6.0,0.8761927374301676,2.9478847040370866,-27.3660287572328
2001-07-04,0.7,40.685596725,5.9,7.1857458100558675,1.591949321307197,21.521872001430143
2001-07-05,0.0,0.0,5.9,2.4273351955307265,2.9294194365562576,-3.7303852214103546
2001-07-06,0.0,0.0,5.9,1.8460810055865924,1.5567345618871515,-9.947975005752085
2001-07-07,0.7,0.17559608999999998,5.9,1.6442094972067045,2.2244235533887418,-12.512151132908206
2001-07-08,0.7,0.16927273999999998,5.9,1.5380446927374307,0.9250247201957836,-13.998302351463714
2001-07-09,0.0,0.0,5.9,1.3951005586592178,2.3991210729106887,-16.172185695170405
2001-07-10,0.7,33.97832981,5.9,2.2466564245810057,1.293307389956657,-7.9168122569827695
2001-07-11,7.4,13.878088635,6.3,12.013089385474858,0.9929454505731544,24.108423037789898
2001-07-12,7.4,6.64410201,6.3,5.018631284916203,2.1389686140694355,9.006746014540283
2001-07-13,7.4,25.845542939999994,6.3,10.830343575418997,2.4701787279975207,22.46931120156164
2001-07-14,7.4,4.029165015,6.3,5.434491620111731,2.0698012607936294,11.150990233221853
2001-07-15,7.4,0.16927273999999998,6.3,3.791036312849161,2.5517076283870965,4.566647979613586
2001-07-16,0.0,0.0,6.3,2.988150837988828,2.6859303127112666,-0.06499353688314934
2001-07-17,7.4,50.96342527499999,6.3,6.4132793296089385,0.8331509173942071,15.592136721468027
2001-07-18,0.5,13.645685265,7.3,13.759642458100558,0.3840686836335172,27.316280241791574
2001-07-19,0.0,0.0,7.3,5.982284916201117,1.7939062847418108,12.838138699584508
2001-07-20,0.5,16.0376268,7.3,5.2432290502793295,1.802597297791905,9.950367395909607
2001-07-21,0.5,9.24637518,7.3,7.195600558659217,0.7656978205601801,15.738532976600986
2001-07-22,0.0,0.0,7.3,5.3405949720670405,1.5953581044893408,10.767526022845132
2001-07-23,0.5,0.17874918999999995,7.3,4.063223463687151,1.6116367075098792,5.735250818097769
2001-07-24,0.0,0.0,7.3,3.385835195530727,1.9168676160388158,2.283083619568106
2001-07-25,0.0,0.0,6.2,2.9318631284916203,2.1732310542132502,-0.4810691940918536
2001-07-26,0.0,0.0,6.2,2.5140167597765366,3.394972864174055,-3.5091521373588552
2001-07-27,0.0,0.0,6.2,2.206357541899441,3.5950051269228926,-6.211685670785588
2001-07-28,0.0,0.0,6.2,1.9722821229050276,3.548743569697221,-8.575675399460751
2001-07-29,0.0,0.0,6.2,1.8014581005586596,3.299706220825245,-10.54155936190256
2001-07-30,0.0,0.0,6.2,1.6631648044692742,3.5069805257977973,-12.236786611574754
2001-07-31,0.482266716983841,2.94200047,6.2,1.6059469273743017,2.5736146545719265,-13.064006956801007
2001-08-01,0.4,0.308992315,6.2,1.4667737430167598,2.181715673502881,-15.071313867947536
2001-08-02,0.4,11.17495233,6.2,1.7250837988826817,0.3486953811390863,-11.317989133724716
2001-08-03,0.4,1.2588061599999998,6.2,1.4867346368715084,1.540823607740481,-14.649197262153326
2001-08-04,0.4,2.533177915,6.2,1.3396675977653636,1.546438394420615,-17.115435292604566
2001-08-05,0.4,0.19359648499999996,6.2,1.2291033519553074,2.6161546007589567,-19.09305320129807
2001-08-06,0.4,23.73004066,6.2,2.5770167597765363,0.5177658503325053,-2.6264435704249527
2001-08-07,6.3,32.779770175,5.9,7.826807262569829,0.7721475582522233,19.710321301990817
2001-08-08,6.3,5.825680955,5.9,5.679377094972067,1.1579277204426173,12.571308534767738
2001-08-09,6.3,1.6912459049999995,5.9,3.5210865921787704,1.3215464405836044,3.163840083078399
2001-08-10,6.3,0.12811577000000002,5.9,2.7541256983240228,2.2024472270946203,-1.641029312269041
2001-08-11,6.3,68.58916127,5.9,12.94280446927374,0.61838100766761,26.592615200155183
2001-08-12,6.3,37.298299825,5.9,32.045430167597765,0.8048683746416412,37.429526912798025
2001-08-13,6.3,5.799493605,5.9,11.666413407821233,0.7473099241543038,23.448137339521583
2001-08-14,6.3,0.060032085,5.9,6.708393854748604,2.590540159636032,14.701870857560596
2001-08-15,6.3,11.982612575,5.9,5.500206703910613,1.7407220130803271,11.151137834891752
2001-08-16,0.8,8.301540330000002,6.0,5.333958100558657,1.6585967720841752,10.510145141962793
2001-08-17,0.8,1.98880336,6.0,4.253656424581005,1.3053352935468985,6.608607930608285
2001-08-18,0.8,13.89762153,6.0,3.96331843575419,0.4374826851665259,4.7247670444547385
2001-08-19,0.8,16.794807395,6.0,11.847318435754195,0.9008549037523736,24.116835723734546
2001-08-20,0.8,0.9396968849999998,6.0,6.645620111731846,1.7758525985134517,14.563337468866806
2001-08-21,0.8,4.311534125,6.0,4.761125698324023,1.378016333534668,8.574890040317497
2001-08-22,5.738793590074431,0.060032085,6.0,3.819871508379889,2.1478775383516044,4.664787103574924
2001-08-23,0.821707494976026,2.7484039849999995,6.0,3.346541899441341,0.9871363021595947,2.0071147812680654
2001-08-24,0.2750849112653977,5.50692494,6.0,3.0530865921787704,0.6529249206777492,0.2093704843387489
2001-08-25,0.5599715760720593,3.078167835,6.0,2.955846368715084,2.327866273304741,-0.3461442296644546
2001-08-26,0.0,0.0,6.0,2.462354748603352,1.7743539031110749,-3.9570829595322734
2001-08-27,0.0,0.0,6.0,2.16877374301676,2.6853921016514217,-6.580900425513864
2001-08-28,0.0,0.0,6.0,1.9706229050279327,2.903621179898259,-8.613632682172316
2001-08-29,0.0,0.0,5.6,1.8391927374301675,2.5039562233812354,-10.113874551400631
2001-08-30,1.1,6.069545825,5.6,1.83836312849162,0.8641138855534531,-10.184163708454923
2001-08-31,1.1,14.001910235000002,5.6,2.831958100558659,1.4365499117247449,-0.3284411518729615
2001-09-01,1.1,3.530303915,5.6,1.9419888268156424,1.6889088660851734,-8.937383443138982
2001-09-02,1.1,15.343014965,5.6,3.0874776536312836,0.7919348279762419,0.6972184504307171
2001-09-03,1.1,10.701396535,5.6,3.162720670391061,0.6261658945427805,0.8626041291050984
2001-09-04,1.1,0.068083685,5.6,2.5568798882681563,1.9834896825297872,-3.095818289378779
2001-09-05,1.6,24.746960135,5.8,4.409019553072626,0.8258259636692836,9.373728876589805
2001-09-06,1.6,0.065480715,5.8,5.010988826815642,1.6421487968505668,10.638080708297352
2001-09-07,1.6,18.6920153,5.8,3.9371731843575417,0.8363189513870078,3.585929833925254
2001-09-08,1.6,11.607576400000001,5.8,9.889189944134078,1.353349906693237,21.634252307721404
2001-09-09,0.0,0.0,5.8,4.758234636871507,1.5737221509396315,8.714509647014426
2001-09-10,1.6,2.3612110200000003,5.8,3.7031983240223463,1.8471059534220169,3.9936637133797808
2001-09-11,1.6,0.26168017,5.8,3.2705195530726248,0.9401445142171144,1.6293341016569751
2001-09-12,5.6,35.133496,5.9,9.61049162011173,0.5828486852388641,24.882235377207923
2001-09-13,5.6,19.56479087,5.9,11.174656424581011,0.6015830404064724,22.66801942075818
2001-09-14,5.6,3.889991635,5.9,7.214706703910612,1.284533406139188,15.850752351731858
2001-09-15,5.6,10.898269715,5.9,5.593675977653631,1.090427468644415,11.119897503550376
2001-09-16,5.6,0.96046842,5.9,5.769854748603352,1.0178712248000024,12.349027984957795
2001-09-17,5.6,0.8115811149999997,5.9,4.173159217877093,1.7112694506103459,6.209291430156691
2001-09-18,0.0,0.0,5.9,3.558268156424581,0.742799303088177,3.1851378610527634
2001-09-19,1.2,0.5025888000000001,6.2,3.1689804469273737,1.0140333690789292,0.9913154395472249
2001-09-20,1.2,1.042242795,6.2,2.8000055865921785,1.3212226933760784,-1.3902620937008712
2001-09-21,0.0,0.0,6.2,2.4744972067039104,1.0493606513099012,-3.903026471825949
2001-09-22,0.0,0.0,6.2,2.2746117318435752,0.6380539309674106,-5.638583757199669
2001-09-23,0.0,0.0,6.2,2.0883770949720666,0.5802633227138007,-7.4006959674213615
2001-09-24,1.2,8.31738144,6.2,2.2861508379888265,0.6485516554348227,-5.469057737628481
2001-09-25,1.2,3.171934075,6.2,2.0427988826815646,0.4864682115793939,-7.8409091442955985
2001-09-26,2.6,3.26655838,5.8,1.9376145251396648,0.330107329731431,-9.057450363803877
2001-09-27,2.6,23.409821225,5.8,5.818047486033522,0.35007559833659924,12.79615997460076
2001-09-28,0.0,0.0,5.8,4.274270949720672,1.8463536429419782,7.2916781355634255
2001-09-29,2.6,3.33257669,5.8,3.18396368715084,1.392014963899609,1.1314135063635569
2001-09-30,2.6,23.81683051,5.8,6.3335865921787695,0.3796602461747889,17.303542996041575
2001-10-01,2.6,2.79365077,5.8,7.068871508379887,1.0030142833702675,16.674942168843696
2001-10-02,2.6,5.042068925,5.8,4.719368715083798,0.9998725891935596,8.36742640607117
2001-10-03,4.3,23.665547985000003,6.0,7.483977653631285,0.71358582545579,15.730974626195247
2001-10-04,4.3,15.977475455,6.0,13.476444134078212,0.6445103034408226,25.390361850925785
2001-10-05,4.3,24.35170346,6.0,16.711567039106146,1.012431115003985,28.354632775505184
2001-10-06,4.3,10.732638305,6.0,12.629740223463688,0.8988034389260698,24.69859133813561
2001-10-07,4.3,64.116261195,6.0,32.418905027932965,0.37797565840331376,38.09685828279271
2001-10-08,4.3,16.817966870000006,6.0,30.675946927374305,0.5767026283652998,40.49457810454435
2001-10-09,4.3,13.93776894,6.0,16.651055865921787,0.4192958212515762,28.671421295680155
2001-10-10,0.5,32.18545093500001,6.0,14.919712290502794,0.3985178440310424,27.01112740573044
2001-10-11,0.5,5.894655494999999,6.0,11.112536312849159,0.35475105062369977,22.70418488940323
2001-10-12,0.0,0.0,6.0,7.388170391061452,1.5332779633811986,16.18396637828241
2001-10-13,0.5,0.437108085,6.0,5.61672905027933,0.9067488383218648,11.47010966483896
2001-10-14,0.5,4.007210149999999,6.0,4.6791703910614535,0.3165612979082583,8.20578034466542
2001-10-15,0.5,6.803628805000002,6.0,4.5030670391061465,0.4797869337132382,7.500090338717292
2001-10-16,0.5,0.5025887999999998,6.0,3.662497206703912,0.6311999957075807,3.7605908057739463
2001-10-17,0.9,7.00948539,6.0,3.230748603351956,0.7871474970196122,1.200043829763482
2001-10-18,0.9,6.437744985,6.0,5.133720670391061,0.8284193528556709,10.389192929420684
2001-10-19,0.9,8.27167481,6.0,4.074234636871509,0.08208000184120776,5.667104037656423
2001-10-20,0.9,13.20607905,6.0,7.682958100558661,0.5725163800792414,16.84618230446645
2001-10-21,0.9,0.308992315,6.0,4.944343575418994,0.3275854532979791,9.26739223077186
2001-10-22,0.9,4.01810741,6.0,4.1643854748603335,0.754581240506786,6.01864980465278
2001-10-23,0.9,7.2544798150000025,6.0,4.392829608938547,0.4140942087337984,7.062222523898304
2001-10-24,3.0,9.583779349999997,6.0,4.924910614525139,0.63203641227605,8.977690964907293
2001-10-25,3.0,28.653625394999995,6.0,9.978511173184359,0.2576364236627324,22.7678979511771
2001-10-26,3.0,17.975440579999994,6.0,15.652156424581005,0.2344799137995228,27.695842092212292
2001-10-27,3.0,10.846454145,6.0,12.609075418994413,0.43360478827582405,24.30209890625693
2001-10-28,3.0,0.5706724849999999,6.0,7.446293296089385,0.9158544870172748,16.365538373015777
2001-10-29,3.0,0.12551279999999998,6.0,5.605340782122905,0.11710835095284106,11.429941685404804
2001-10-30,3.0,14.17983054,6.0,5.049125698324024,0.37014721924951083,9.09322954456044
2001-10-31,4.043095050551067,6.130575355,6.0,6.637248603351956,0.4961154173511669,14.63056679667396
2001-11-01,0.0,0.0,6.0,4.637740223463687,0.40031965578037604,8.09012288879137
2001-11-02,3.5004181568539403,0.308992315,6.0,3.9985642458100568,0.4126863213679745,5.367106838225124
2001-11-03,5.827344276331438,4.302702235,6.0,3.5759413407821232,0.2518074896881667,3.2352473670033617
2001-11-04,5.42821947507033,4.0046071749999985,6.0,3.2898519553072623,0.18360986479801886,1.6886806623111132
2001-11-05,4.74775135644351,6.085649015000001,6.0,3.0016005586592183,0.2752552916852385,-0.2235646305972354
2001-11-06,10.168401285196461,12.402837175000002,6.0,3.548564245810056,0.4010138635192995,2.9363088827494415
2001-11-07,3.2,60.21535429,6.0,18.755044692737428,0.2530554520142855,31.195037853914968
2001-11-08,3.2,12.5000195,6.0,21.711092178770947,0.3681866602162823,33.37268853561387
2001-11-09,3.2,2.410268085,6.0,8.279522346368715,0.0821136806291839,18.06091731248316
2001-11-10,3.2,0.8216980799999998,6.0,6.156879888268158,0.22433019299691553,13.064518119349813
2001-11-11,3.2,3.933677835,6.0,5.103251396648045,0.39755336229615096,9.730930203633404
2001-11-12,3.2,21.060177175,6.0,8.325025139664806,0.2299329585441061,18.447360969184192
2001-11-13,3.2,0.4371080849999999,6.0,5.895100558659219,0.10165401565487478,12.40809468300851
2001-11-14,1.8072772972736413,0.6961852799999999,6.3,4.7390027932960885,0.37034245649454206,8.460433772338318
2001-11-15,0.0,0.0,6.3,4.03886312849162,0.5742773295899523,5.549777494743904
2001-11-16,0.0,0.0,6.3,3.5453966480446937,0.13868420283592842,3.12506062644588
2001-11-17,0.0,0.0,6.3,3.1469078212290498,0.1281383019142469,0.8532044678212246
2001-11-18,0.0,0.0,6.3,2.805108938547486,0.0,-1.3907556972175283
2001-11-19,6.999258037033368,0.437108085,6.3,2.5092905027932964,0.12083310708424852,-3.615485900046328
2001-11-20,3.026944282485467,5.319314695,6.3,2.337335195530726,0.2115607781525312,-5.205367538122973
2001-11-21,1.9,12.612812355,6.2,2.9054413407821227,0.10618906450069067,-0.9351515911157806
2001-11-22,1.9,3.58075663,6.2,3.605304469273744,0.2255574132712201,3.8407116115296946
2001-11-23,1.9,0.7562173649999999,6.2,2.5617569832402234,0.1351916825979964,-3.165859612287358
2001-11-24,1.9,11.414543045,6.2,2.667418994413408,0.17094810670703262,-2.7921166678952747
2001-11-25,1.9,45.686222375,6.2,20.58227094972067,0.018044445749873714,33.5286659564172
2001-11-26,1.9,2.391561925,6.2,7.416653631284916,0.07822214547663257,16.43780053381483
2001-11-27,1.6,15.690980195,5.3,8.835134078212294,0.17994817720217324,19.170321660247694
2001-11-28,1.6,18.93780942,5.3,7.514371508379887,0.265796744648126,15.766798129087396
2001-11-29,1.6,68.861660935,5.3,44.154879888268134,0.17250494319728935,41.088751229488565
2001-11-30,1.6,68.474310325,5.3,47.73441620111733,0.11742386708641313,41.16182998266665
2001-12-01,1.6,12.3978812,5.3,22.102868715083808,0.022258882447215158,32.77942362745842
2001-12-02,1.6,0.065480715,5.3,9.469986033519554,0.019894890074387613,20.229061727602637
2001-12-03,1.6,10.887754525,5.3,6.9125782122905015,0.2480333426307185,14.577305531809898
2001-12-04,1.6,9.047456395,5.3,12.054117318435754,0.2400202234763456,24.55668299680909
2001-12-05,21.0,20.540232925,6.2,14.18075698324022,0.07235669668004446,26.258139794999213
2001-12-06,21.0,3.55531676,6.2,8.13610055865922,0.07289606582654913,17.622622526062347
2001-12-07,21.0,1.1151248,6.2,6.502097765363128,0.054946176176969515,13.979094559197055
2001-12-08,0.0,0.0,6.2,5.1218798882681575,0.14195773802205136,9.866460586986022
2001-12-09,0.0,0.0,6.2,4.20654469273743,0.20751374987120724,6.324397798231381
2001-12-10,0.0,0.0,6.2,3.6186033519553065,0.21388703107394247,3.519971771094564
2001-12-11,0.0,0.0,6.2,3.1756173184357546,0.24163653487818254,1.0365929313002713
2001-12-12,0.0,0.0,6.2,2.8302234636871506,0.2268235033313383,-1.2279733864163618
2001-12-13,0.0,0.0,6.2,2.55436592178771,0.18371587300003148,-3.244722813009359
2001-12-14,0.0,0.0,6.2,2.299751396648044,0.1020069798703242,-5.400241163381372
2001-12-15,21.0,0.12551279999999998,6.2,2.123824022346369,0.0677156981441077,-7.075440934431567
2001-12-16,21.0,0.068083685,6.2,2.005265363128492,0.11080809388127123,-8.265345915658829
2001-12-17,0.0,0.0,6.2,1.8458296089385469,0.14117859016206186,-10.020779787787275
2001-12-18,21.0,0.308992315,6.2,1.7435111731843578,0.07156776493866858,-11.265948926041293
2001-12-19,6.9,3.590873595,6.6,1.6530335195530728,0.11007441582880212,-12.494483878222844
2001-12-20,6.9,1.43968271,6.6,1.5605446927374302,0.1742805607335397,-13.635503497210404
2001-12-21,6.9,12.69222033,6.6,1.8264720670391057,0.05627061395416269,-10.20119062232102
2001-12-22,0.0,0.0,6.6,1.6468491620111734,0.0,-12.198787236847274
2001-12-23,6.9,10.45928059,6.6,1.504709497206704,0.03441008001814154,-14.991741728625193
2001-12-24,6.9,25.784567425,6.6,4.474835195530726,0.10446078274728683,8.106222616638531
2001-12-25,6.9,5.769602549999999,6.6,6.423108938547486,0.20503923490849196,15.048456688444185
2001-12-26,6.9,4.223730695,6.6,3.5178435754189943,0.06289214803823698,2.9327783515843038
2001-12-27,6.9,27.249418494999997,6.6,11.851491620111728,0.12230824455038694,23.969229096530146
2001-12-28,6.9,7.966603355000001,6.6,8.492027932960896,0.2368057871261827,18.465338944877733
2001-12-29,6.9,0.065480715,6.6,5.2874245810055855,0.08203151251347597,10.550660984918654
2001-12-30,0.0,0.0,6.6,3.93418156424581,0.0,5.175475697139108
2001-12-31,6.9,0.24012834,6.6,3.176748603351956,0.0,1.0960242026401152
2002-01-01,6.9,0.24817994000000004,6.6,2.7243100558659226,0.0,-1.94508899170414
2002-01-02,6.9,0.065480715,6.6,2.4156955307262566,0.0,-4.390703296520939
2002-01-03,0.0,0.0,6.6,2.2065083798882683,0.0,-6.2512928145888536
2002-01-04,5.9,0.36902440000000003,6.7,2.053256983240224,0.020629040613446042,-7.789427421735255
2002-01-05,5.9,25.34506411,6.7,6.466575418994412,0.002391057500947584,15.786736357927433
2002-01-06,5.9,1.1987740749999998,6.7,4.401729050279329,0.1290160752393825,7.266996266244772
2002-01-07,5.9,0.308992315,6.7,3.514851955307262,0.05928915200935753,3.0388049378050286
2002-01-08,5.9,0.060032085,6.7,2.963614525139665,0.018560468470384082,-0.2713891715124891
2002-01-09,2.8,0.65480714,6.6,2.598435754189945,0.035315221872269965,-2.9086850475908803
2002-01-10,0.0,0.0,6.6,2.356466480446928,0.15448716151520048,-4.906615613062178
2002-01-11,2.8,0.4371080849999999,6.6,2.1928072625698327,0.2312490298489288,-6.414809114259285
2002-01-12,2.8,0.8115811149999999,6.6,2.0552430167597766,0.3268905080245491,-7.7668607051788605
2002-01-13,2.8,4.253567405,6.6,2.0444581005586593,0.1456946625262126,-7.905461694930223
2002-01-14,2.8,10.46242116,6.6,2.763276536312849,0.12022571937001911,-1.052004130788421
2002-01-15,2.8,7.209605704999999,6.6,3.2771061452513965,0.13290832034945746,1.753700377055166
2002-01-16,3.4,10.92314644,6.7,3.108846368715084,0.1489005234868288,0.26763086375417106
2002-01-17,3.4,13.44500008,6.7,7.991723463687151,0.08002350285174575,17.499924625060572
2002-01-18,3.4,8.437523365,6.7,5.655946927374301,0.18998953609129726,11.41905270047785
2002-01-19,3.4,1.450337275,6.7,5.6882262569832385,0.2810072965505508,11.83695468780684
2002-01-20,3.4,51.22983902000001,6.7,26.71732960893856,0.11592034897962195,37.496767806824295
2002-01-21,3.4,17.86458096,6.7,16.468868715083794,0.1336054637020992,28.044199724595607
2002-01-22,3.4,10.164326120000002,6.7,13.188293296089387,0.2828220090212685,25.465594474992706
2002-01-23,4.9,22.82082466,6.7,12.899237430167599,0.17693596596368422,24.15394939397037
2002-01-24,4.9,8.28232938,6.7,13.445371508379885,0.06426778703236682,25.7966269834026
2002-01-25,4.9,26.474288375,6.7,19.089955307262567,0.11532648327078475,31.56042269843249
2002-01-26,4.9,23.241324755,6.7,28.68118994413408,0.2749444673047992,36.02765540333376
2002-01-27,4.9,38.96318133,6.7,22.000525139664806,0.10410281325582567,32.385075638781174
2002-01-28,4.9,3.193728595,6.7,15.964441340782125,0.4692590586142005,29.832478401711512
2002-01-29,4.9,0.5025887999999998,6.7,7.5925307262569826,0.22485327294819216,16.612268243186474
2002-01-30,3.1,47.802135945,6.1,25.622396648044692,0.20870297791860304,34.846550778479354
2002-01-31,3.1,18.17143015,6.1,21.108092178770953,0.13231362445490275,32.209538442140456
2002-02-01,3.1,39.871497045,6.1,30.40235195530726,0.16182417911339592,36.35773913473624
2002-02-02,3.1,19.275120075,6.1,23.0715,0.209051573913934,32.86731466482686
2002-02-03,3.1,10.69858369,6.1,14.309094972067035,0.4141225450669429,26.314422133157862
2002-02-04,3.1,16.453261545,6.1,13.53564804469274,0.13765809236863966,25.874687917579646
2002-02-05,3.1,20.01443455,6.1,14.841527932960894,0.3032214574861417,26.62572066066841
2002-02-06,3.3,2.8088959099999995,6.4,11.322427374301672,0.22958654209491414,23.183247958199647
2002-02-07,3.3,32.609865915,6.4,21.628231843575417,0.0689237894654412,33.63644686176571
2002-02-08,3.3,21.623368475,6.4,16.65832122905028,0.15377626997053334,28.5967078733963
2002-02-09,3.3,5.47673897,6.4,11.424117318435755,0.4441890047093587,23.33822607310883
2002-02-10,3.3,62.95980834,6.4,32.496008379888266,0.2691637679872577,39.688446197279724
2002-02-11,3.3,41.690250645000006,6.4,55.68491061452514,0.32410575251498497,45.16008597911933
2002-02-12,3.3,0.065480715,6.4,10.895103351955306,0.2466681057043573,22.57643989689043
2002-02-13,8.7,2.886636725,6.9,6.993980446927375,0.24685172586039464,15.226148079921026
2002-02-14,8.7,0.36902440000000003,6.9,5.194483240223464,0.4361401492338153,10.160216489846782
2002-02-15,8.7,0.065480715,6.9,4.103044692737431,0.6421854880014378,5.9050550439827525
2002-02-16,0.0,0.0,6.9,3.4671117318435765,0.5593576396795975,2.720143815369556
2002-02-17,8.7,7.34160952,6.9,3.2362290502793294,0.343962728007938,1.3182615780742548
2002-02-18,8.7,11.90076657,6.9,3.0613324022346373,0.4013365337898298,-0.07844685249000755
2002-02-19,8.7,85.355008145,6.9,45.52300558659218,0.17471129733691498,46.68847964751765
2002-02-20,3.7,13.889466630000005,6.6,30.87495251396647,0.2951610362592547,40.58422770708616
2002-02-21,3.7,31.05576413,6.6,16.43653910614525,0.11336506074829912,29.633789174474444
2002-02-22,3.7,23.781413075,6.6,25.64575139664805,0.647231163591804,34.92883320819418
2002-02-23,3.7,5.20520393,6.6,9.12127374301676,0.3077373947413078,19.656332364760694
2002-02-24,3.7,76.14224221,6.6,38.286,0.1449949963909818,42.38530261507864
2002-02-25,3.7,86.299307005,6.6,72.55563687150838,0.10558787426707435,45.99601266198812
2002-02-26,3.7,13.056201585,6.6,33.67070949720671,0.5155356321757127,40.0129463202146
2002-02-27,1.8571285955025063,3.411184975000001,6.8,9.517173184357539,0.5644102557104115,20.10612559247834
2002-02-28,8.843204558860364,9.34374817,6.8,7.856547486033517,0.4335878706981209,17.086574486716756
2002-03-01,0.0,0.0,6.8,5.897991620111733,0.557309626203411,12.324465658919427
2002-03-02,3.017698837178999,0.437108085,6.8,4.7840530726256985,0.30326813839599354,8.580062478472723
2002-03-03,0.0,0.0,6.8,4.27318994413408,0.3507929024928431,6.614763896285191
2002-03-04,2.926285247884727,0.4345051149999999,6.8,3.5888379888268167,0.2825317572616345,3.3711516091427787
2002-03-05,16.084773994510307,1.3742020000000001,6.8,3.1766480446927376,0.9915505712691254,1.0534165227035042
2002-03-06,2.989956289102611,24.019598740000006,6.8,7.422913407821227,0.12500408117462936,17.175301866971882
2002-03-07,25.2,0.13356440000000006,9.1,4.764393854748605,1.1290616078046405,8.804707540537224
2002-03-08,25.2,7.140741725000002,9.1,3.9532374301675968,0.23411220086945805,5.0369613465277885
2002-03-09,25.2,10.00548677,9.1,5.118888268156423,0.10568635905346592,9.873006267051595
2002-03-10,25.2,22.113237335,9.1,8.761927374301678,0.33739037451287396,19.71647189945138
2002-03-11,25.2,3.267095985,9.1,7.1919553072625675,0.3945980168167688,15.812475493077908
2002-03-12,25.2,0.12811577,9.1,5.26140502793296,0.521556704140879,10.386778256467887
2002-03-13,0.0,0.0,9.5,4.137360335195531,0.8186969990634938,6.063495897500002
2002-03-14,1.6,0.199045115,9.5,3.456226256983239,0.8374271887313005,2.6508564929600924
