hour_ended,P Cl mg/l,P water flux mm/day,Q Cl mg/l,Q water flux mm/day,ET0 mm/day,S mm,P Mg mg/l,Q Mg mg/l
6/23/1993,0,0,7.2,2.617592179,2.725168418,-2.75331892,0,0.67
6/24/1993,0,0,7.2,2.356592179,2.452184627,-4.893387788,0,0.67
6/25/1993,0,0,7.2,2.170558659,2.954522392,-6.612729665,0,0.67
6/26/1993,0.809073842,6.25,7.2,2.172167598,1.572947161,-6.647640631,0.23,0.67
6/27/1993,0.637057477,0.25,7.2,1.931606145,3.863488895,-8.986346502,0.23,0.67
6/28/1993,0,0,7.2,1.73252514,4.133538615,-11.38993365,0,0.67
6/29/1993,0,0,7.2,1.619648045,3.37614329,-12.86259086,0,0.67
6/30/1993,0,0,6.8,1.510692737,3.336489305,-14.4111823,0,0.82
7/1/1993,0,0,6.8,1.416192737,2.941263697,-15.85260917,0,0.82
7/2/1993,1.710620474,1,6.8,1.337756983,2.899077069,-17.21183036,0.14,0.82
7/3/1993,4.681106389,0.25,6.8,1.311863128,1.95334669,-17.62721102,0.14,0.82
7/4/1993,3.385398108,0.5,6.8,1.238631285,1.706710244,-18.93352099,0.14,0.82
7/5/1993,0,0,6.8,1.146167598,2.606075077,-20.73038633,0,0.82
7/6/1993,0,0,6.8,1.086234637,2.628027572,-22.06686484,0,0.82
7/7/1993,2.8,2.25,6.9,1.06202514,2.293640596,-22.59178953,0.14,0.88
7/8/1993,2.8,21.5,6.9,1.200167598,1.753090235,-19.86568901,0.14,0.88
7/9/1993,2.8,23,6.9,2.516606145,1.739597142,-2.023855128,0.14,0.88
7/10/1993,2.8,14.75,6.9,1.760756983,1.279025923,-11.11882927,0.14,0.88
7/11/1993,2.8,2.75,6.9,1.472430168,1.131508393,-14.72942663,0.14,0.88
7/12/1993,0,0,6.9,1.183701117,2.858678876,-19.86642577,0,0.88
7/13/1993,2.8,44.5,6.9,4.297449721,0.668091382,11.31156693,0.14,0.88
7/14/1993,1,7,6.8,6.627569832,1.570123714,16.26274455,0.06,0.77
7/15/1993,1,24.75,6.8,8.526946927,0.574378308,18.56983117,0.06,0.77
7/16/1993,1,10.75,6.8,5.624094972,1.302711593,11.54725501,0.06,0.77
7/17/1993,1,5,6.8,6.041337989,2.263767123,12.76128427,0.06,0.77
7/18/1993,1,41.25,6.8,8.337997207,0.605395894,17.6072066,0.06,0.77
7/19/1993,1,9,6.8,20.57618715,1.274932537,33.72818912,0.06,0.77
7/20/1993,1,2.75,6.8,6.917027933,1.517778622,15.31865375,0.06,0.77
7/21/1993,1.7,5.75,5.6,4.625120112,1.110903656,8.157720737,0.1,0.68
7/22/1993,1.7,0.75,5.6,3.383396648,1.966661212,2.391832107,0.1,0.68
7/23/1993,1.7,16.5,5.6,3.673231844,0.764162024,3.928592993,0.1,0.68
7/24/1993,1.7,8.75,5.6,3.069075419,2.290720224,0.333236447,0.1,0.68
7/25/1993,1.7,13.5,5.6,3.976793296,0.954773152,5.296585664,0.1,0.68
7/26/1993,1.7,17.75,5.6,3.683564246,1.240621017,2.776353595,0.1,0.68
7/27/1993,1.7,7,5.6,8.069053073,0.831604596,18.05749953,0.1,0.68
7/28/1993,1.8,17.5,5.9,5.029717877,3.017566632,8.776597229,0.08,0.68
7/29/1993,1.8,13.25,5.9,11.50034078,0.892673492,23.18403911,0.08,0.68
7/30/1993,1.8,2.5,5.9,6.326698324,2.166911535,13.64670717,0.08,0.68
7/31/1993,1.8,2.25,5.9,4.688044693,1.838984071,8.3327282,0.08,0.68
8/1/1993,0,0,5.9,3.655810056,1.254790852,3.849237682,0,0.68
8/2/1993,1.8,29,5.9,4.492458101,1.527278676,6.798940292,0.08,0.68
8/3/1993,1.8,1,5.9,5.392558659,1.933287852,11.69724547,0.08,0.68
8/4/1993,1.1,14.5,6.1,5.089424581,0.594690946,9.899313616,0.06,0.7
8/5/1993,1.1,0.75,6.1,4.700463687,1.674094441,8.471624913,0.06,0.7
8/6/1993,1.1,4.75,6.1,4.214061453,0.930831139,6.297559855,0.06,0.7
8/7/1993,1.1,10.5,6.1,4.19249162,1.133589397,6.239409243,0.06,0.7
8/8/1993,1.1,1.25,6.1,3.996452514,1.583119424,5.538409407,0.06,0.7
8/9/1993,1.1,31,6.1,12.06814525,0.558582127,25.60228495,0.06,0.7
8/10/1993,1.1,0.5,6.1,6.362069832,1.296667665,13.80345116,0.06,0.7
8/11/1993,1.1,47.5,4.7,22.34380726,0.756474497,34.11255298,0.06,0.49
8/12/1993,1.1,6.75,6.6,9.74996648,0.952232838,20.54878369,0.06,0.76
8/13/1993,0,0,6.6,6.189259777,2.496908414,13.28673228,0,0.76
8/14/1993,1.1,3,6.6,4.6845,2.420619937,8.25665893,0.06,0.76
8/15/1993,0,0,6.6,3.750636872,1.424806457,4.373429884,0,0.76
8/16/1993,0,0,6.6,3.095723464,3.16952332,0.560689634,0,0.76
8/17/1993,0,0,6.6,2.700955307,2.803364561,-2.106313757,0,0.76
8/18/1993,0,0,6.2,2.364511173,2.008727166,-4.802562876,0,0.7
8/19/1993,1.4,19,6.2,2.354304469,1.501915208,-5.605130626,0,0.7
8/20/1993,1.4,13.25,6.2,4.836318436,1.976934878,9.396010003,0,0.7
8/21/1993,1.4,12.5,6.2,2.956877095,0.742529783,-0.676823909,0,0.7
8/22/1993,1.4,4.5,6.2,4.317284916,0.5494255,7.249063075,0,0.7
8/23/1993,1.4,0.75,6.2,3.047706704,1.634603646,0.258232361,0,0.7
8/24/1993,0,0,6.2,2.724586592,1.054952449,-1.965220299,0,0.7
8/25/1993,0,0,6.5,2.466100559,0.878306598,-3.983693853,0,0.77
8/26/1993,0,0,6.5,2.261639665,1.663723764,-5.755078547,0,0.77
8/27/1993,0,0,6.5,2.119600559,0.873122754,-7.112371062,0,0.77
8/28/1993,0,0,6.5,1.97102514,1.995265594,-8.613863665,0,0.77
8/29/1993,3.124183451,8,6.5,1.906768156,0.646907491,-9.495683863,0.07,0.77
8/30/1993,5.072320706,1,6.5,1.885449721,2.404561964,-9.445946417,0.07,0.77
8/31/1993,0,0,6.5,1.663416201,3.073068578,-12.26093261,0,0.77
9/1/1993,0,0,6.4,1.535581006,3.058599178,-14.04554189,0,0.74
9/2/1993,0,0,6.4,1.443243017,1.65932891,-15.4474004,0,0.74
9/3/1993,0,0,6.4,1.373002793,1.097099344,-16.58956551,0,0.74
9/4/1993,0,0,6.4,1.295094972,2.226003368,-17.90365058,0,0.74
9/5/1993,0,0,6.4,1.225106145,1.430973713,-19.20822165,0,0.74
9/6/1993,0,0,6.4,1.191041899,1.54798415,-19.89921246,0,0.74
9/7/1993,2.286395821,14,6.4,1.344192737,0.939529726,-17.49598377,0.07,0.74
9/8/1993,2.1,12.5,4.3,1.674377095,0.55422829,-12.32335564,0.07,0.53
9/9/1993,2.1,49.25,4.3,14.07054469,0.286158636,28.48389433,0.07,0.53
9/10/1993,2.1,33.5,4.3,25.29294134,0.451249047,34.34901113,0.07,0.53
9/11/1993,2.1,6,6,9.730734637,1.6607577,21.00496708,0.07,0.73
9/12/1993,2.1,19,6,7.647888268,0.180767462,16.62395108,0.07,0.73
9/13/1993,2.1,9.25,6,8.773793296,0.753896809,18.84156585,0.07,0.73
9/14/1993,2.1,0.5,6,6.019944134,0.555120164,12.75464758,0.07,0.73
9/15/1993,1.8,3.75,5.9,4.769145251,0.121361745,8.555910429,0.08,0.67
9/16/1993,1.8,0.25,5.9,3.809564246,0.997205953,4.604082573,0.08,0.67
9/17/1993,0,0,5.9,3.23253352,0.441591875,1.368169432,0,0.67
9/18/1993,0,0,5.9,2.812324022,1.106702978,-1.293054507,0,0.67
9/19/1993,0,0,5.9,2.456069832,0.833987829,-4.038854537,0,0.67
9/20/1993,1.8,7.5,5.9,2.466326816,0.360105154,-4.041599297,0.08,0.67
9/21/1993,1.8,11,5.9,3.077195531,0.85519775,0.240518257,0.08,0.67
9/22/1993,1.7,2.75,6.3,2.991117318,0.82923331,-0.108973853,0.16,0.93
9/23/1993,1.7,0.25,6.3,2.616385475,1.065766608,-2.736285244,0.16,0.93
9/24/1993,1.7,3.5,6.3,2.405388268,0.776713427,-4.612526816,0.16,0.93
9/25/1993,1.7,2,6.3,2.375698324,1.482085124,-4.662682211,0.16,0.93
9/26/1993,0,0,6.3,2.17573743,1.023943232,-6.573161727,0,0.93
9/27/1993,0,0,6.3,2.06253352,0.677970143,-7.689971681,0,0.93
9/28/1993,1.7,2.5,6.3,1.953175978,1.311207713,-8.878634864,0.16,0.93
9/29/1993,2.8,10.25,5.7,2.100921788,0.402241939,-7.481370422,0.17,0.73
9/30/1993,2.8,1.75,5.7,2.169804469,0.247621089,-6.436682021,0.17,0.73
10/1/1993,2.8,9.5,5.7,2.019293296,0.304040928,-8.489577926,0.17,0.73
10/2/1993,2.8,1.25,5.7,2.357446927,0.733978503,-4.656061523,0.17,0.73
10/3/1993,2.8,13,5.7,2.277905028,0.553511174,-6.097324309,0.17,0.73
10/4/1993,2.8,4.5,5.7,3.490768156,0.634581346,2.989718347,0.17,0.73
10/5/1993,2.8,23.75,5.7,7.249298883,0.293934212,16.61095244,0.17,0.73
10/6/1993,1.2,9,5.3,7.476687151,0.264474164,16.33960474,0.32,0.79
10/7/1993,1.2,8.75,5.3,8.350642458,0.874509014,18.12090948,0.32,0.79
10/8/1993,1.2,6.25,5.3,6.077061453,0.133091153,12.72032166,0.32,0.79
10/9/1993,1.2,8.5,5.3,5.020969274,0.505856922,9.479055526,0.32,0.79
10/10/1993,1.2,6.25,5.3,6.26626257,0.398153779,13.30471762,0.32,0.79
10/11/1993,1.2,2.5,5.3,4.700036313,0.12013604,8.268904141,0.32,0.79
10/12/1993,1.2,32.25,5.3,11.67191899,0.081759591,24.44738776,0.32,0.79
10/13/1993,1.6,0.5,6.4,9.789863128,0.05747407,21.18759211,0.06,0.78
10/14/1993,0,0,6.4,5.985703911,0.783756701,12.68805232,0,0.78
10/15/1993,0,0,6.4,4.583765363,0.549501948,7.913897534,0,0.78
10/16/1993,0,0,6.4,3.609477654,0.854760292,3.528065758,0,0.78
10/17/1993,0,0,6.4,3.177050279,0.892276885,1.037271334,0,0.78
10/18/1993,0,0,6.4,2.817,0.925434962,-1.291545978,0,0.78
10/19/1993,0,0,6.4,2.505368715,0.82544891,-3.646268255,0,0.78
10/20/1993,3.756168956,2.5,6.5,2.309932961,0.536172423,-5.337277985,0.29,0.78
10/21/1993,0,0,6.5,2.140416201,0.800997342,-6.887574365,0,0.78
10/22/1993,0,0,6.5,1.982287709,0.847679273,-8.511535982,0,0.78
10/23/1993,0,0,6.5,1.84575419,0.802997714,-10.0290127,0,0.78
10/24/1993,0,0,6.5,1.752511173,0.27666962,-11.16408206,0,0.78
10/25/1993,0,0,6.5,1.654642458,0.206628822,-12.41357455,0,0.78
10/26/1993,1.666664046,0.75,6.5,1.56826257,0.117966078,-13.60309055,0.29,0.78
10/27/1993,0,0,6.7,1.49027933,0.176227754,-14.72773862,0,0.84
10/28/1993,2.720192982,1.75,6.7,1.447642458,0.057649816,-15.40805675,0.61,0.84
10/29/1993,0,0,6.7,1.375139665,0.197456308,-16.55749049,0,0.84
10/30/1993,0,0,6.7,1.325287709,0.174998882,-17.39434713,0,0.84
10/31/1993,0,0,6.7,1.261634078,0.193377117,-18.5323883,0,0.84
11/1/1993,0,0,6.7,1.207709497,0.186016741,-19.54913549,0,0.84
11/2/1993,8.869508289,2.25,6.7,1.177592179,0.167468975,-20.20932378,0.61,0.84
11/3/1993,2.4,9.25,6.6,1.476402235,0.047187613,-15.00687805,0.09,0.89
11/4/1993,2.4,0.5,6.6,1.315709497,0.421256024,-17.5040579,0.09,0.89
11/5/1993,2.4,0.5,6.6,1.220656425,0.136786472,-19.29468078,0.09,0.89
11/6/1993,2.4,0.5,6.6,1.187421788,0.159641781,-19.96910759,0.09,0.89
11/7/1993,2.4,3.75,6.6,1.200846369,0.092092619,-19.78896625,0.09,0.89
11/8/1993,2.4,1.25,6.6,1.205673184,0.144955671,-19.55269339,0.09,0.89
11/9/1993,2.4,44.25,6.6,8.900446927,0.070368907,25.50282704,0.09,0.89
11/10/1993,1.1,11.75,6.1,5.61449162,0.399841517,12.48034767,0.04,0.76
11/11/1993,1.1,23.75,6.1,10.47396369,0.135043842,21.74606446,0.04,0.76
11/12/1993,1.1,31.75,6.1,12.30742458,0.282443845,26.56787626,0.04,0.76
11/13/1993,1.1,47.5,6.1,35.26589665,0.038525098,37.78400299,0.04,0.76
11/14/1993,1.1,12,6.1,22.00660894,0.090924543,33.00367,0.04,0.76
11/15/1993,0,0,6.1,8.78847486,0.402787926,19.14294804,0,0.76
11/16/1993,1.1,0.25,6.1,5.687019553,0.330507932,11.77971958,0.04,0.76
11/17/1993,0,0,6.4,4.297751397,0.258440005,6.819694518,0,0.85
11/18/1993,0,0,6.4,3.433726257,0.208160555,2.573220952,0,0.85
11/19/1993,0,0,6.4,2.858782123,0.271098916,-0.947853741,0,0.85
11/20/1993,2.676070484,0.25,6.4,2.451670391,0.293045353,-4.0797122,0.17,0.85
11/21/1993,0,0,6.4,2.210731844,0,-6.187407377,0,0.85
11/22/1993,3.501761224,0.25,6.4,1.994430168,0.186850532,-8.361288289,0.17,0.85
11/23/1993,2.446164562,0.25,6.4,1.813248603,0.129296273,-10.38823187,0.17,0.85
11/24/1993,3.2,3,6,1.72123743,0,-11.64643197,0.17,0.84
11/25/1993,3.2,9.25,6,2.138103352,0.148332066,-6.967606929,0.17,0.84
11/26/1993,3.2,0.5,6,1.912223464,0.114109566,-9.181389744,0.17,0.84
11/27/1993,0,0,6,1.747231844,0.024864832,-11.18799022,0,0.84
11/28/1993,0,0,6,1.59747486,0.027930819,-13.15073601,0,0.84
11/29/1993,3.2,8,6,1.819583799,0.012779657,-10.58092437,0.17,0.84
11/30/1993,3.2,4.25,6,2.656835196,0.210226829,-2.424238567,0.17,0.84
12/1/1993,2.4,13.75,5.4,3.243544693,0.114426586,1.165603244,0.14,0.62
12/2/1993,2.4,9.5,5.4,4.855424581,0.068679074,8.816903887,0.14,0.62
12/3/1993,2.4,29.5,5.4,6.356689944,0.169804862,10.30748162,0.14,0.62
12/4/1993,2.4,18.5,5.4,25.1113324,0.213755968,35.36106393,0.14,0.62
12/5/1993,2.4,7,5.4,8.316527933,0.178323439,18.13522982,0.14,0.62
12/6/1993,2.4,52.25,5.4,14.59686872,0.169321545,25.82413485,0.14,0.62
12/7/1993,2.4,3.25,5.4,23.65157263,0.182955637,37.06644187,0.14,0.62
12/8/1993,17,68.75,3.9,39.39923464,0.261048059,41.1127307,1.14,0.37
12/9/1993,17,10.75,12.2,13.76230726,0.287953653,26.23133965,1.14,0.95
12/10/1993,17,3.75,12.2,8.581223464,0.292121056,18.52877721,1.14,0.95
12/11/1993,17,4.75,12.2,6.065497207,0.155292562,12.81776392,1.14,0.95
12/12/1993,17,71.5,12.2,39.41494693,0.046031614,42.68989007,1.14,0.95
12/13/1993,17,4.25,12.2,21.80300279,0,33.61245318,1.14,0.95
12/14/1993,17,38.25,12.2,19.29351117,0.041043118,32.52454503,1.14,0.95
12/15/1993,17,39.75,12.2,23.29803352,0.137447986,32.91712164,1.14,0.95
12/16/1993,17,12.5,12.2,21.14846648,0.069933125,32.48843069,1.14,0.95
12/17/1993,2.2,24.75,8.8,15.88970112,0.04514621,27.83565574,0.15,0.97
12/18/1993,2.2,61,8.8,34.65490223,0.076954918,39.0184779,0.15,0.97
12/19/1993,2.2,26.75,8.8,42.4437486,0.114767693,42.4893008,0.15,0.97
12/20/1993,2.2,6.25,8.8,12.97827654,0,24.9191641,0.15,0.97
12/21/1993,2.2,7.5,8.8,8.521667598,0.047841307,18.23954604,0.15,0.97
12/22/1993,8.1,38.5,9.1,39.55281285,0.101630796,39.54438332,0.46,0.7
12/23/1993,8.1,22.25,8.5,21.0947933,0.076127614,31.57182231,0.46,0.71
12/24/1993,0,0,8.5,11.01554749,0.039700912,22.67116507,0,0.71
12/25/1993,0,0,8.5,7.045391061,0,15.37308667,0,0.71
12/26/1993,0,0,8.5,5.153681564,0.051967641,10.01656123,0,0.71
12/27/1993,0,0,8.5,4.160413408,0.087687284,6.126693789,0,0.71
12/28/1993,8.1,14,8.5,7.303801676,0.090210446,15.76583499,0.46,0.71
12/29/1993,8.1,35.5,8.5,12.7993324,0.225356036,24.47391877,0.46,0.71
12/30/1993,8.1,40,8.5,22.5930419,0.089929244,32.13867834,0.46,0.71
12/31/1993,8.1,3.25,8.5,14.66356425,0.061549222,27.21406696,0.46,0.71
1/1/1994,8.1,17,8.5,8.583662011,0.062706476,18.0093149,0.46,0.71
1/2/1994,8.1,6.25,8.5,13.17542179,0.150390201,25.32928978,0.46,0.71
1/3/1994,8.1,20,8.5,10.8971648,0,22.14129103,0.46,0.71
1/4/1994,8.1,3.75,8.5,9.566874302,0.067165641,20.31752716,0.46,0.71
1/5/1994,5.5,18,7.9,11.95408659,0.071099332,23.71805652,0.22,0.69
1/6/1994,5.5,0.25,7.9,7.700656425,0.133581803,16.83214208,0.22,0.69
1/7/1994,5.5,1.75,7.9,5.684304469,0.064364512,11.72888367,0.22,0.69
1/8/1994,5.5,2.5,7.9,5.042187151,0.047814124,9.288629333,0.22,0.69
1/9/1994,5.5,5.75,7.9,6.550416201,0.068588436,14.0896102,0.22,0.69
1/10/1994,5.5,1,7.9,6.073139665,0.069490559,13.04509486,0.22,0.69
1/11/1994,5.5,10.25,7.9,6.121885475,0.07579644,12.78487467,0.22,0.69
1/12/1994,10.6,32.25,8,15.78411453,0.163628425,27.97726812,0.66,0.83
1/13/1994,10.6,8,8,13.12059218,0.303207777,25.72299094,0.66,0.83
1/14/1994,10.6,12.25,8,9.814952514,0.147528972,20.45283063,0.66,0.83
1/15/1994,10.6,2,8,7.25103352,0.015580631,15.7669774,0.66,0.83
1/16/1994,0,0,8,5.575877095,0.283791201,11.35101448,0,0.83
1/17/1994,10.6,0.75,8,4.512997207,0.070897962,7.601022566,0.66,0.83
1/18/1994,10.6,31.75,8,9.430692737,0.148757571,23.31383234,0.66,0.83
1/19/1994,1.4,6.25,6.4,7.444307263,0.156766913,16.64549426,0.08,0.54
1/20/1994,1.4,21.75,6.4,13.07295251,0.08841267,24.89078933,0.08,0.54
1/21/1994,1.4,20.5,6.4,11.39498045,0.176141014,22.64991689,0.08,0.54
1/22/1994,1.4,32.5,6.4,14.64302514,0.199000896,25.78391063,0.08,0.54
1/23/1994,1.4,50.25,6.4,52.32021788,0.40847039,44.71422609,0.08,0.54
1/24/1994,1.4,16.25,6.4,11.5757095,0.138251495,22.87176809,0.08,0.54
1/25/1994,1.4,37.75,6.4,30.08606983,0.278995509,37.27430122,0.08,0.54
1/26/1994,13,3,8.5,10.10363128,0.414120467,21.31033057,0.84,0.79
1/27/1994,13,23,8.5,9.983891061,0.220392793,20.59118287,0.84,0.79
1/28/1994,13,7,8.5,7.922941341,0.400355234,17.2288921,0.84,0.79
1/29/1994,13,24.25,8.5,9.451181564,0.16758438,19.44148647,0.84,0.79
1/30/1994,13,2.25,8.5,11.87758659,0.302279954,23.94031773,0.84,0.79
1/31/1994,13,7,8.5,7.350209497,0.217589077,15.85192841,0.84,0.79
2/1/1994,4.5,19.5,8.1,12.75946089,0.210689572,25.56957126,0.23,0.79
2/2/1994,4.5,0.25,8.1,7.718354749,0.220744397,16.84188738,0.23,0.79
2/3/1994,4.5,17.75,8.1,7.837893855,0.119243849,16.60797764,0.23,0.79
2/4/1994,4.5,3.75,8.1,9.124013966,0.529307589,19.67740053,0.23,0.79
2/5/1994,4.5,7,8.1,7.060248603,0.173031312,15.17717617,0.23,0.79
2/6/1994,4.5,9.5,8.1,6.67950838,0.179226213,14.24896054,0.23,0.79
2/7/1994,4.5,6.5,8.1,6.266589385,0.177566888,13.18205611,0.23,0.79
2/8/1994,4.5,11.5,8.1,6.703843575,0.110650723,14.38767008,0.23,0.79
2/9/1994,3,0.25,8,6.242405028,0.315842277,13.38992463,0.18,0.8
2/10/1994,3,16.25,8,5.51174581,0.46626617,10.45404449,0.18,0.8
2/11/1994,3,7.75,8,10.55981564,0.029084656,22.00660721,0.18,0.8
2/12/1994,3,0.25,8,6.316013966,0.041936643,13.48791422,0.18,0.8
2/13/1994,0,0,8,5.028536313,0.040611722,9.542781689,0,0.8
2/14/1994,0,0,8,4.076346369,0,5.772418593,0,0.8
2/15/1994,3,1,8,3.449212291,0,2.623931684,0.18,0.8
2/16/1994,1.9,13.75,7.8,4.112371508,0.110879248,6.0127637,0.14,0.84
2/17/1994,1.9,2.75,7.8,3.699628492,0.154338731,3.971596575,0.14,0.84
2/18/1994,1.9,8.25,7.8,4.300039106,0.02755876,6.453049231,0.14,0.84
2/19/1994,1.9,0.5,7.8,4.180952514,0.046204956,6.189358753,0.14,0.84
2/20/1994,1.9,2.25,7.8,3.60525419,0.013768529,3.456277016,0.14,0.84
2/21/1994,1.9,2.25,7.8,3.169910615,0.243117516,0.97848973,0.14,0.84
2/22/1994,1.9,0.25,7.8,2.929977654,0.032929838,-0.588937012,0.14,0.84
2/23/1994,1.2,1.5,6.7,2.696430168,0,-2.164494136,0.04,0.64
2/24/1994,1.2,0.25,6.7,2.378941341,0,-4.682154518,0.04,0.64
2/25/1994,1.2,8.5,6.7,2.917885475,0.028220248,-1.592805961,0.04,0.64
2/26/1994,1.2,7,6.7,8.445519553,0.169622542,17.86308771,0.04,0.64
2/27/1994,1.2,26.25,6.7,28.53206145,0.21739163,36.46380135,0.04,0.64
2/28/1994,1.2,13.5,6.7,20.26719553,0.186334156,31.25612579,0.04,0.64
3/1/1994,2.7,11.25,7,9.778650838,0.433504531,20.2872837,0.18,0.67
3/2/1994,2.7,1.25,7,9.43051676,0.75550289,20.46920205,0.18,0.67
3/3/1994,2.7,8.5,7,7.818511173,0.333343464,16.95772106,0.18,0.67
3/4/1994,2.7,3.25,7,5.994427374,0.32627729,12.51053304,0.18,0.67
3/5/1994,2.7,5,7,5.423857542,0.76297626,10.79902522,0.18,0.67
3/6/1994,2.7,16.5,7,5.536885475,0.335752405,10.78217542,0.18,0.67
3/7/1994,2.7,26.75,7,14.89972626,0.206818264,27.77990586,0.18,0.67
3/8/1994,2.7,15.25,7,13.86849721,0.38112871,25.95452473,0.18,0.67
3/9/1994,1.8,27,6,24.61484916,0.382244699,33.91421227,0.14,0.49
3/10/1994,0,0,6,9.523081006,0.743291868,20.38952776,0,0.49
3/11/1994,1.8,17.75,6,8.774622905,0.217786229,18.76826162,0.14,0.49
3/12/1994,1.8,35.25,6,17.25558939,0.353054776,30.73202806,0.14,0.49
3/13/1994,1.8,4.75,6,16.05911732,0.706928691,29.02662909,0.14,0.49
3/14/1994,1.8,29.5,6,14.20725419,0.510177157,26.80279217,0.14,0.49
3/15/1994,1.8,26.5,6,29.63139385,0.62806989,36.86302636,0.14,0.49
3/16/1994,1.8,4.5,5.4,9.776086592,0.466875094,20.66610427,0.06,0.44
3/17/1994,1.8,6.75,5.4,6.858301676,0.688514627,14.77095484,0.06,0.44
3/18/1994,1.8,67.25,5.4,34.44863128,0.225153456,40.68590047,0.06,0.44
3/19/1994,1.8,0.25,5.4,17.08748045,0.914111931,30.10524687,0.06,0.44
3/20/1994,1.8,0.75,5.4,7.918918994,0.947935691,17.32592714,0.06,0.44
3/21/1994,1.8,1.5,5.4,5.752860335,0.452839762,11.91875986,0.06,0.44
3/22/1994,1.8,24.75,5.4,10.24064246,0.288319959,21.75002867,0.06,0.44
3/23/1994,1.1,26.25,4.9,12.81723184,0.130338118,25.02668172,0.08,0.42
3/24/1994,1.1,37.5,4.9,19.08243855,1.065926584,29.83205494,0.08,0.42
3/25/1994,1.1,34,4.9,44.31446648,0.265427789,42.74522199,0.08,0.42
3/26/1994,1.1,0.25,6.4,10.24099441,1.669720676,21.5684141,0.08,0.6
3/27/1994,1.1,9.25,6.4,7.36725419,0.220909336,15.86763147,0.08,0.6
3/28/1994,1.1,19,6.4,12.04753073,0.262607351,24.04472372,0.08,0.6
3/29/1994,0,0,6.4,7.504843575,1.388979197,16.44740884,0,0.6
3/30/1994,6.1,18.25,7.8,9.637692737,0.341365591,21.70876875,0.38,0.72
3/31/1994,6.1,15,7.8,10.35414804,0.609465153,21.3225832,0.38,0.72
4/1/1994,6.1,44.25,7.8,28.63694413,0.287100952,35.34965909,0.38,0.72
4/2/1994,6.1,9,7.8,11.87132682,0.582954141,23.72001338,0.38,0.72
4/3/1994,6.1,49.25,7.8,28.88904469,0.189916157,37.44473397,0.38,0.72
4/4/1994,6.1,12,7.8,24.0239162,0.35983103,36.20074717,0.38,0.72
4/5/1994,6.1,21.25,7.8,11.18692458,0.439241804,22.30150308,0.38,0.72
4/6/1994,6.8,3.75,7.1,11.16653631,1.032082508,22.43265231,0.42,0.67
4/7/1994,6.8,27,7.1,14.14639106,0.290591162,25.8271804,0.42,0.67
4/8/1994,6.8,40,7.1,34.0786257,0.169630214,39.69524001,0.42,0.67
4/9/1994,6.8,22.25,7.1,14.87041341,0.472946021,26.79444761,0.42,0.67
4/10/1994,6.8,6.5,7.1,11.07568156,1.207594194,22.49226645,0.42,0.67
4/11/1994,0,0,7.1,7.961505587,2.181897543,17.25152864,0,0.67
4/12/1994,6.8,3.75,7.1,6.650120112,0.6594035,14.26122122,0.42,0.67
4/13/1994,0,0,7,5.253787709,1.779120282,10.3079177,0,0.69
4/14/1994,0,0,7,4.251519553,1.655801048,6.5531395,0,0.69
4/15/1994,0,0,7,3.521689944,1.354989744,3.026994059,0,0.69
4/16/1994,0,0,7,3.130944134,0.551578959,0.749438005,0,0.69
4/17/1994,0,0,7,2.756715084,0.71624966,-1.709212358,0,0.69
4/18/1994,0,0,7,2.425902235,1.19097123,-4.289488147,0,0.69
4/19/1994,2.510682225,2.5,7,2.242432961,0.867761214,-5.970830697,0.15,0.69
4/20/1994,2,5.75,6.6,2.238611732,1.009762244,-5.963071708,0.15,0.69
4/21/1994,2,7,6.6,2.175888268,0.853194711,-6.594409627,0.15,0.69
4/22/1994,2,5.5,6.6,2.219053073,1.249123873,-6.132812371,0.15,0.69
4/23/1994,2,5,6.6,1.982388268,1.21202787,-8.559295964,0.15,0.69
4/24/1994,2,2.75,6.6,1.947318436,0.72316359,-8.856308433,0.15,0.69
4/25/1994,2,18.25,6.6,3.77776257,0.636529138,5.65967418,0.15,0.69
4/26/1994,2,0.25,6.6,3.596706704,2.452137514,4.144834571,0.15,0.69
4/27/1994,7.3,6.25,6.9,2.969597765,0.968167625,-0.338844001,0.4,0.72
4/28/1994,7.3,0.5,6.9,2.591019553,1.026223501,-2.939458067,0.4,0.72
4/29/1994,0,0,6.9,2.304351955,1.956015518,-5.354501253,0,0.72
4/30/1994,7.3,0.25,6.9,2.110298883,2.519087913,-7.170197649,0.4,0.72
5/1/1994,0,0,6.9,1.947444134,2.503031673,-8.883428396,0,0.72
5/2/1994,0,0,6.9,1.798918994,2.800976902,-10.57167481,0,0.72
5/3/1994,7.3,7.75,6.9,1.811815642,1.216879075,-10.63610651,0.4,0.72
5/4/1994,7.3,2.75,6.9,1.820011173,0.865974679,-10.18873101,0.4,0.72
5/5/1994,4.2,21.5,6.8,3.494689944,0.470522011,4.272652329,0.22,0.73
5/6/1994,4.2,1,6.8,2.659248603,1.66229533,-1.765787484,0.22,0.73
5/7/1994,4.2,1,6.8,2.113717877,1.363974752,-7.115495877,0.22,0.73
5/8/1994,4.2,0.75,6.8,1.914435754,1.871475314,-9.245887401,0.22,0.73
5/9/1994,4.2,0.25,6.8,1.786625698,1.710007551,-10.73572208,0.22,0.73
5/10/1994,0,0,6.8,1.716687151,0.74253536,-11.62856549,0,0.73
5/11/1994,0,0,6.7,1.630030726,1.364140955,-12.73686156,0,0.8
