hour_ended,P Cl mg/l,P water flux mm/day,Q Cl mg/l,Q water flux mm/day,ET0 mm/day,S mm,P Mg mg/l,Q Mg mg/l
3/12/1984,6.4,5.820949865,7.8,1.764628492,0.246252217,-11.0852797,0.1,0.8
3/13/1984,6.4,2,7.8,1.829086592,0.126439949,-10.21844225,0.1,0.8
3/14/1984,4.118950706,3,7.3,1.782301676,0.193798826,-10.857787,0.11,0.95
3/15/1984,0,0,7.3,1.714324022,0.086615646,-11.60714082,0,0.95
3/16/1984,4.401148738,0.08004278,7.3,1.603181564,0.37395399,-13.10636213,0.11,0.95
3/17/1984,0,0,7.3,1.526581006,0.20413398,-14.20202902,0,0.95
3/18/1984,0,0,7.3,1.474265363,0.205979195,-15.00223333,0,0.95
3/19/1984,0,0,7.3,1.431100559,0.225278109,-15.66175152,0,0.95
3/20/1984,0,0,7.3,1.393743017,0.292257725,-16.27641957,0,0.95
3/21/1984,0,0,7.3,1.321818436,0.299097275,-17.39145131,0,0.9
3/22/1984,1.55,0.52678826,7.5,1.169446927,0.583847302,-20.23476679,0.11,0.9
3/23/1984,1.55,20.00770709,7.5,2.360790503,0.23528383,-1.835780777,0.11,0.9
3/24/1984,1.55,0.38096143,8.8,2.674432961,0.734952383,-0.532465783,0.11,0.98
3/25/1984,1.55,5.25,8.8,1.951215084,0.251096849,-8.970149832,0.11,0.98
3/26/1984,1.55,0.25,8.8,2.039782123,0.242394873,-7.867103151,0.11,0.98
3/27/1984,1.55,6.48386137,8.8,1.983444134,0.923039935,-8.610754895,0.11,0.98
3/28/1984,5.4,0.25,7.9,1.992670391,1.023317403,-8.413195638,0.16,0.89
3/29/1984,5.4,0.511922855,7.9,1.884192737,1.045433248,-9.605701094,0.16,0.89
3/30/1984,0,0,7.9,1.778832402,1.17972713,-10.83211932,0,0.89
3/31/1984,0,0,7.9,1.676664804,0.534204492,-12.12369587,0,0.89
4/1/1984,0,0,7.9,1.576131285,0.688829156,-13.46989505,0,0.89
4/2/1984,0,0,7.9,1.471851955,1.258545827,-15.02581662,0,0.89
4/3/1984,0,0,7.9,1.445203911,1.016522601,-15.43695732,0,0.89
4/4/1984,3.6,0.08004278,7.1,1.402240223,0.261329469,-16.12650045,0.16,0.87
4/5/1984,0,0,7.1,1.33800838,1.223545685,-17.16614208,0,0.87
4/6/1984,3.6,0.32865642,7.1,1.285768156,0.88158279,-18.10334806,0.16,0.87
4/7/1984,0,0,7.1,1.242578212,0.347453292,-18.894548,0,0.87
4/8/1984,0,0,7.1,1.19923743,0.565828067,-19.71819082,0,0.87
4/9/1984,0,0,7.1,1.165273743,1.75270658,-20.42201986,0,0.87
4/10/1984,3.6,0.25,7.1,1.147977654,1.024309561,-20.74824034,0.16,0.87
4/11/1984,3.6,5.75,7.1,1.205019553,1.20306232,-19.62110918,0.16,0.84
4/12/1984,0,0,7.1,1.105189944,1.846588429,-21.61312439,0,0.84
4/13/1984,3.6,0.25,7.1,1.062452514,1.12511462,-22.57886762,0.16,0.84
4/14/1984,3.6,0.25,7.1,1.024843575,1.800534413,-23.46792032,0.16,0.84
4/15/1984,3.6,6,7.1,1.091840782,1.083612986,-21.97962121,0.16,0.84
4/16/1984,3.6,1.25,7.1,1.039726257,1.058660091,-23.10385715,0.16,0.84
4/17/1984,3.6,3.25,7.1,1.00352514,1.230834188,-24.04356264,0.16,0.84
4/18/1984,3.3,3,6.6,1.07773743,1.164180352,-22.202405,0.12,0.82
4/19/1984,3.3,0.25,6.6,0.980874302,1.295889975,-24.50878025,0.12,0.82
4/20/1984,3.3,0.25,6.6,0.961692737,1.608589578,-24.99346981,0.12,0.82
4/21/1984,0,0,6.6,0.912519553,2.285906892,-26.26977481,0,0.82
4/22/1984,0,0,6.6,0.887581006,1.910523042,-26.99335622,0,0.82
4/23/1984,0,0,6.6,0.862994413,2.472007725,-27.66935986,0,0.82
4/24/1984,0,0,6.6,0.830715084,2.824398743,-28.60774729,0,0.82
4/25/1984,0,0,6.5,0.800321229,2.386786756,-29.57634427,0,0.83
4/26/1984,0,0,6.5,0.765251397,2.597417954,-30.68717957,0,0.83
4/27/1984,0,0,6.5,0.739634078,2.412447815,-31.60229777,0,0.83
4/28/1984,0,0,6.5,0.718918994,2.508452731,-32.30086434,0,0.83
4/29/1984,0,0,6.5,0.697248603,2.087159304,-33.1189552,0,0.83
4/30/1984,0,0,6.5,0.678092179,2.0296001,-33.8614163,0,0.83
5/1/1984,0,0,6.5,0.673089385,1.789456129,-33.99796228,0,0.83
5/2/1984,0,0,6.6,0.613759777,2.39718668,-36.49914721,0,0.83
5/3/1984,0.561511113,1.36799209,6.6,0.614840782,1.61916687,-36.47869332,0.11,0.83
5/4/1984,0,0,6.6,0.610818436,1.636469236,-36.63199086,0,0.83
5/5/1984,0,0,6.6,0.600888268,2.279118155,-37.05960229,0,0.83
5/6/1984,0,0,6.6,0.589550279,0.761806968,-37.58629128,0,0.83
5/7/1984,0,0,6.6,0.569061453,1.926149342,-38.52212602,0,0.83
5/8/1984,0,0,6.6,0.60149162,1.765622674,-37.16021247,0,0.83
5/9/1984,0,0,6.4,0.621377095,1.419393336,-36.17531037,0,0.81
5/10/1984,0,0,6.4,0.608430168,1.664123624,-36.73286325,0,0.81
5/11/1984,0,0,6.4,0.592994413,1.857641408,-37.39894172,0,0.81
5/12/1984,0,0,6.4,0.57972067,2.133823833,-38.03849048,0,0.81
5/13/1984,0,0,6.4,0.567351955,2.579212101,-38.61713189,0,0.81
5/14/1984,0,0,6.4,0.552569832,2.694328019,-39.31719492,0,0.81
5/15/1984,3.51632672,2.5,6.4,0.563782123,0.855708604,-38.86350234,0.11,0.81
5/16/1984,1.3,5.25,6.6,0.599304469,0.632955242,-37.19140027,0.11,1.06
5/17/1984,1.3,11.75,6.6,0.784684358,0.284556675,-30.13755723,0.11,1.06
5/18/1984,1.3,0.25,6.6,0.626178771,1.003988947,-35.77378901,0.11,1.06
5/19/1984,0,0,6.6,0.567553073,1.688168995,-38.52589331,0,1.06
5/20/1984,1.3,4,6.6,0.574893855,1.565892445,-38.29705691,0.11,1.06
5/21/1984,1.3,0.25,6.6,0.545430168,1.90568761,-39.61662824,0.11,1.06
5/22/1984,1.3,26,6.6,1.735692737,0.410825779,-7.454790748,0.11,1.06
5/23/1984,6.247111898,0.25,6.5,0.834259777,2.558326979,-27.96644817,0.06,0.91
5/24/1984,0,0,6.5,0.647044693,3.015853494,-34.89332059,0,0.91
5/25/1984,3.338821669,3.75,6.5,0.611748603,1.165893708,-36.61771558,0.06,0.91
5/26/1984,0,0,6.5,0.589449721,0.986258602,-37.51217395,0,0.91
5/27/1984,0.944140025,0.75,6.5,0.561670391,1.537717841,-38.90357063,0.06,0.91
5/28/1984,0.71822805,0.5,6.5,0.553022346,1.372683452,-39.29597089,0.06,0.91
5/29/1984,0,0,6.5,0.517776536,2.698035133,-41.0545271,0,0.91
5/30/1984,0,0,,0.49572905,2.751139792,-42.32254374,0,0.87
5/31/1984,0.9,4,,0.493290503,1.631824002,-42.70501811,0.06,0.87
6/1/1984,0.9,8.58004278,,0.693653631,1.11242404,-33.28215018,0.06,0.87
6/2/1984,0.9,1.5,6.5,0.587061453,1.4802184,-37.55824582,0.06,0.93
6/3/1984,0.9,12.25,6.5,1.151522346,1.397239429,-19.60950623,0.06,0.93
6/4/1984,0.9,0.5,6.5,0.784131285,2.237356747,-29.96077433,0.06,0.93
6/5/1984,0.9,12.48787525,6.5,0.772541899,0.578713878,-30.51350196,0.06,0.93
6/6/1984,0.725526741,0.25,6.5,0.715675978,1.254919417,-32.295485,0.17,1.04
6/7/1984,0.98192225,4,6.5,0.695187151,1.912702976,-33.21932926,0.17,1.04
6/8/1984,3.143798881,0.25,6.5,0.633569832,3.797553202,-35.44857023,0.17,1.04
6/9/1984,0,0,6.5,0.572153631,3.197057795,-38.32081843,0,1.04
6/10/1984,0,0,6.5,0.534041899,3.302967504,-40.2125946,0,1.04
6/11/1984,0,0,6.5,0.51448324,3.682794868,-41.27840409,0,1.04
6/12/1984,1.3,0.75,6.6,0.521296089,0.940799934,-41.00158873,0.17,1.04
6/13/1984,1.3,16.75,6.6,0.634223464,0.802992352,-37.59373451,0.17,1.04
6/14/1984,1.3,4.5,6.6,1.365460894,2.332509858,-15.25727334,0.17,1.04
6/15/1984,0,0,6.6,0.82277095,2.776303754,-28.77007019,0,1.04
6/16/1984,0,0,6.6,0.752606145,1.904697271,-31.10475839,0,1.04
6/17/1984,1.3,0.25,6.6,0.705117318,3.383915199,-32.79086957,0.17,1.04
6/18/1984,0,0,6.6,0.675201117,3.023894977,-33.94990403,0,1.04
6/19/1984,0,0,6.6,0.655013966,2.790017043,-34.75917328,0,1.04
6/20/1984,0,0,6.7,0.634550279,2.97763318,-35.60525896,0,0.91
6/21/1984,2.7,0.25,6.7,0.618259777,2.384641007,-36.30903057,0.17,0.91
6/22/1984,2.7,14.5,6.7,0.820307263,1.33279902,-29.11018326,0.17,0.91
6/23/1984,2.7,12,6.7,0.963125698,2.251488889,-24.17271302,0.17,0.91
6/24/1984,2.7,1,6.7,0.937432961,2.491206234,-25.00512162,0.17,0.91
6/25/1984,2.7,0.25,6.7,0.794539106,1.444404898,-29.71142796,0.17,0.91
6/26/1984,0,0,6.7,0.742726257,2.614754723,-31.44726829,0,0.91
6/27/1984,4.534744372,1,6.4,0.707681564,1.842351342,-32.72918101,0.16,0.92
6/28/1984,0,0,6.4,0.671329609,2.868735347,-34.06251437,0,0.92
6/29/1984,0,0,6.4,0.648703911,1.82654163,-35.03807272,0,0.92
6/30/1984,0,0,6.4,0.623614525,3.387534833,-36.02508784,0,0.92
7/1/1984,0,0,6.4,0.59696648,3.363533388,-37.21204271,0,0.92
7/2/1984,0,0,6.4,0.573938547,2.446348517,-38.28683446,0,0.92
7/3/1984,0,0,6.4,0.551715084,3.415975338,-39.35095758,0,0.92
7/4/1984,0,0,6.4,0.529089385,3.66207773,-40.4630079,0,0.83
7/5/1984,0,0,6.4,0.497111732,4.363458914,-42.19632931,0,0.83
7/6/1984,0,0,6.4,0.472449721,4.182475891,-43.65820298,0,0.83
7/7/1984,0,0,6.4,0.450829609,4.961790589,-44.94966192,0,0.83
7/8/1984,0,0,6.4,0.43122067,4.504318834,-46.2690282,0,0.83
7/9/1984,1.29935783,2.25,6.4,0.44177933,1.306719024,-45.68990312,0.16,0.83
7/10/1984,2.236813101,0.25,6.4,0.424910615,3.136780671,-46.55015654,0.16,0.83
7/11/1984,2.3,10.5,6.5,0.556340782,1.942318177,-38.55710434,0.16,0.85
7/12/1984,2.3,8,6.5,0.571047486,2.020060197,-38.36248326,0.16,0.85
7/13/1984,2.3,1.5,6.5,0.478935754,2.047068151,-43.18882583,0.16,0.85
7/14/1984,2.3,9.5,6.5,0.617430168,1.66790741,-36.5031078,0.16,0.85
7/15/1984,2.3,0.75,6.5,0.530522346,2.60118784,-40.01496858,0.16,0.85
7/16/1984,0,0,6.5,0.447913408,1.806741906,-44.97694812,0,0.85
7/17/1984,2.3,0.75,6.5,0.386145251,3.353064438,-49.5163951,0.16,0.85
7/18/1984,0,0,6.5,0.386145251,1.936580846,-49.5163951,0,0.92
7/19/1984,0,0,6.5,0.387653631,2.512494484,-49.49330608,0,0.92
7/20/1984,0,0,6.5,0.409977654,3.809675752,-47.73640696,0,0.92
7/21/1984,0,0,6.5,0.400902235,4.464888618,-48.38186478,0,0.92
7/22/1984,0,0,6.5,0.390142458,4.684744929,-49.1747717,0,0.92
7/23/1984,0,0,6.5,0.375586592,2.738777415,-50.26671465,0,0.92
7/24/1984,0,0,6.5,0.356178771,4.069466682,-51.83686571,0,0.92
7/25/1984,0,0,6.3,0.336871508,4.010637132,-53.50386992,0,0.89
7/26/1984,0,0,6.3,0.317564246,3.24523853,-55.28928615,0,0.89
7/27/1984,0,0,6.3,0.300268156,1.915613732,-57.17890229,0,0.89
7/28/1984,0,0,6.3,0.323648045,3.726090104,-54.74682937,0,0.89
7/29/1984,0,0,6.3,0.311907821,4.449045251,-55.84168088,0,0.89
7/30/1984,1.131983833,0.874491215,6.3,0.315477654,2.355198512,-55.58459632,0.08,0.89
7/31/1984,2.263687529,7.512747605,6.3,0.378905028,2.903825161,-50.00418947,0.08,0.89
8/1/1984,1.1,8.79758387,7.2,0.339486034,2.086979488,-53.67396601,0.08,1.14
8/2/1984,1.1,29.41319977,7.2,1.665804469,1.452438548,-8.797987343,0.08,1.14
8/3/1984,1.1,1.19673576,7.2,0.808541899,2.65046148,-28.59066273,0.08,1.14
8/4/1984,1.1,8.17881105,6.7,0.68173743,0.459543012,-33.91130926,0.08,1.14
8/5/1984,1.1,0.34005294,6.7,0.662379888,2.472305872,-34.06797226,0.08,1.14
8/6/1984,1.1,12.11827551,6.7,0.835541899,1.267317754,-27.6751205,0.08,1.14
8/7/1984,1.1,8.25,6.7,1.160723464,1.895347232,-20.16669909,0.08,1.14
8/8/1984,6.562357847,0.25,6.7,0.779128492,2.10676418,-29.94251636,0.07,0.85
8/9/1984,0,0,6.7,0.650840782,2.300826811,-34.79879862,0,0.85
8/10/1984,0,0,6.7,0.593522346,2.091686018,-37.31895225,0,0.85
8/11/1984,0,0,6.7,0.546385475,2.311580486,-39.5757791,0,0.85
8/12/1984,0,0,6.7,0.513553073,2.831081713,-41.30437581,0,0.85
8/13/1984,2.895068636,0.5,6.7,0.501410615,1.703734664,-42.03855009,0.07,0.85
8/14/1984,2.925028959,0.25,6.7,0.491807263,1.693419606,-42.5360822,0.07,0.85
8/15/1984,0,0,6.7,0.471846369,2.149786621,-43.69079333,0,0.98
8/16/1984,0,0,6.7,0.458472067,1.950949179,-44.53747342,0,0.98
8/17/1984,0,0,6.7,0.449446927,2.698584744,-45.08373899,0,0.98
8/18/1984,0,0,6.7,0.442835196,1.818198689,-45.53848418,0,0.98
8/19/1984,0,0,6.7,0.426092179,3.289443089,-46.57170016,0,0.98
8/20/1984,0,0,6.7,0.409625698,3.449314389,-47.74672318,0,0.98
8/21/1984,0,0,6.7,0.399117318,2.865474211,-48.50591161,0,0.98
8/22/1984,0,0,6.6,0.397986034,1.687455786,-48.66309235,0,0.91
8/23/1984,0.929218106,0.5,6.6,0.399293296,2.054636427,-48.53522343,0.07,0.91
8/24/1984,2.741622531,5.25,6.6,0.445851955,0.478817176,-45.37772575,0.07,0.91
8/25/1984,2.442985876,0.25,6.6,0.43572067,2.507199426,-45.90517212,0.07,0.91
8/26/1984,0,0,6.6,0.405930168,1.832625977,-48.00274919,0,0.91
8/27/1984,0,0,6.6,0.391600559,2.106259721,-49.06572408,0,0.91
8/28/1984,1.338242004,2.75,6.6,0.378703911,2.531732664,-50.28707984,0.07,0.91
8/29/1984,1.1,11.5,7.4,0.522326816,2.378412242,-40.44058061,0.07,1.29
8/30/1984,1.1,10.75,7.4,0.677212291,1.796386974,-33.34939448,0.07,1.29
8/31/1984,1.1,41.75,7.4,4.693701117,0.666110821,11.3156341,0.07,1.29
9/1/1984,1.1,1.75,8.1,1.944955307,1.829816002,-7.919437408,0.07,0.96
9/2/1984,1.1,3,8.1,1.263469274,1.865547342,-18.29054911,0.07,0.96
9/3/1984,1.1,33.25,8.1,5.350047486,0.872937571,20.08021961,0.07,0.96
9/4/1984,1.1,7,8.7,6.154592179,1.297855088,14.20983813,0.07,1.25
9/5/1984,7.5,1,7.6,3.333469274,2.252056491,2.331571562,0.5,0.95
9/6/1984,0,0,7.6,2.397670391,1.620049276,-4.384074423,0,0.95
9/7/1984,0,0,8.6,2.004083799,1.155104515,-8.187902339,0,1.05
9/8/1984,7.5,7,8.6,1.856689944,1.341206573,-10.1760514,0.5,1.05
9/9/1984,7.5,29.75,8.6,4.373673184,1.431644665,8.077187601,0.5,1.05
9/10/1984,7.5,5.75,8.6,6.360586592,1.34024536,14.83881423,0.5,1.05
9/11/1984,7.5,10.5,8.6,4.920662011,1.10014083,9.044153023,0.5,1.05
9/12/1984,1.354917873,2.25,7.8,4.075139665,0.953134249,5.755898842,0.15,0.95
9/13/1984,9.60579683,9.25,7.8,4.087910615,0.64444686,5.685871939,0.15,0.95
9/14/1984,2.139869798,9.5,7.8,5.378731844,0.843426849,10.61755338,0.15,0.95
9/15/1984,1.899379902,0.25,7.8,4.113351955,1.68192762,5.967629637,0.15,0.95
9/16/1984,1.210732904,0.75,7.8,3.417812849,1.723214746,2.450977309,0.15,0.95
9/17/1984,0.748870548,11.5,7.8,3.782916201,1.057562707,4.211169936,0.15,0.95
9/18/1984,3.894299399,0.75,7.8,3.200078212,1.732422151,1.225959853,0.15,0.95
9/19/1984,3.7,3.25,8.2,2.835201117,1.295204024,-1.284862155,0.27,0.99
9/20/1984,3.7,39.5,8.2,11.4943324,1.283037508,23.75968874,0.27,0.99
9/21/1984,3.7,30.5,8.2,17.18788827,1.172427207,28.75696106,0.27,0.99
9/22/1984,3.7,8.25,8.2,11.63232402,1.284680943,23.34226128,0.27,0.99
9/23/1984,3.7,14.5,8.2,10.59709777,1.317151924,21.69836212,0.27,0.99
9/24/1984,3.7,2.107624315,8.2,7.127547486,0.960293188,15.5354935,0.27,0.99
9/25/1984,3.7,1,8.2,5.284835196,0.729821387,10.44837698,0.27,0.99
9/26/1984,1.4,0.5,7.2,4.256648045,1.700850085,6.554620993,0.08,0.89
9/27/1984,1.4,15.25,7.2,4.87651676,0.520833627,8.957277656,0.08,0.89
9/28/1984,1.4,9.5,7.2,6.680136872,0.817283186,14.40791211,0.08,0.89
9/29/1984,1.4,4.5,7.2,5.517703911,0.989628742,11.10267973,0.08,0.89
9/30/1984,1.4,12.25,7.2,7.925756983,1.316059817,17.30790196,0.08,0.89
10/1/1984,1.4,2.25,7.2,6.021226257,0.95324983,12.63525189,0.08,0.89
10/2/1984,1.4,12.25,7.2,6.402921788,0.911146882,13.5158298,0.08,0.89
10/3/1984,1.5,17,7.6,9.399318436,0.431458222,20.17292798,0.09,0.8
10/4/1984,1.5,0.25,7.6,7.465550279,0.67459836,16.35365338,0.09,0.8
10/5/1984,0,0,7.6,5.427628492,1.221450667,10.9334062,0,0.8
10/6/1984,1.5,2.5,7.6,4.399215084,1.219599526,7.121173702,0.09,0.8
10/7/1984,1.5,11.75,7.6,5.32199162,1.495081359,10.58190758,0.09,0.8
10/8/1984,1.5,39.02615165,7.6,12.99212849,0.987114838,25.93792648,0.09,0.8
10/9/1984,0,0,7.6,12.72700559,1.312817657,25.40307256,0,0.8
10/10/1984,4.757630453,0.25,7.3,7.105826816,1.622498972,15.59084085,0.42,0.84
10/11/1984,14.9326437,1,7.3,5.212156425,1.180240236,10.19331167,0.42,0.84
10/12/1984,3.766190075,1.75,7.3,4.319773743,1.234095928,6.782260912,0.42,0.84
10/13/1984,12.77670053,2.75,7.3,3.730248603,1.062153085,4.081980312,0.42,0.84
10/14/1984,0,0,7.3,3.254581006,1.031954744,1.516747278,0,0.84
10/15/1984,0,0,7.3,2.844326816,1.603499541,-1.090773251,0,0.84
10/16/1984,0,0,7.3,2.509818436,1.617150954,-3.60386227,0,0.84
10/17/1984,5.6,10.5,8.8,2.599868715,0.78883825,-3.041160585,0.42,0.85
10/18/1984,5.6,17.25,8.8,4.489918994,1.19836758,7.35870513,0.42,0.85
10/19/1984,5.6,30.37634469,8.8,7.464796089,2.337784353,16.46325923,0.42,0.85
10/20/1984,5.6,4.26031092,8.8,8.658553073,2.444199777,18.74842707,0.42,0.85
10/21/1984,5.6,24.0704227,8.8,8.315145251,1.833629172,16.59556748,0.42,0.85
10/22/1984,5.6,57.53962136,8.8,43.32509497,1.776279473,40.07395025,0.42,0.85
10/23/1984,5.6,1.552536345,8.8,18.89519832,1.211526089,31.08024219,0.42,0.85
10/24/1984,1.9,21.07334532,7.3,13.89155028,2.07916651,25.62638531,0.12,0.78
10/25/1984,1.9,20.94091261,7.3,24.36372905,2.62523745,33.63388862,0.12,0.78
10/26/1984,1.9,0.517512115,7.3,10.34079888,2.353032837,21.64223568,0.12,0.78
10/27/1984,1.9,1.68496905,7.3,6.402921788,2.043082025,13.8112851,0.12,0.78
10/28/1984,1.9,7.618030325,7.3,5.373854749,1.81703035,10.53367655,0.12,0.78
10/29/1984,1.9,16.45503908,7.3,7.623603352,1.81348585,17.45442145,0.12,0.78
10/30/1984,1.9,8.54789035,7.3,10.04641341,0.457355738,21.10838083,0.12,0.78
10/31/1984,0,0,7.6,7.087349162,0.799845978,15.45832503,0,0.82
11/1/1984,2.8,0.08922996,7.6,5.386173184,1.059388677,10.75200335,0.17,0.82
11/2/1984,2.8,18.70568599,7.6,7.475078212,0.334823514,16.21517937,0.17,0.82
11/3/1984,2.8,26.10345138,7.6,11.57814804,1.066428955,22.77727962,0.17,0.82
11/4/1984,2.8,3.094334455,7.6,9.961642458,0.3445,21.01935764,0.17,0.82
11/5/1984,0,0,7.6,6.693083799,0.130982901,14.51972471,0,0.82
11/6/1984,2.8,4.25,7.6,5.185458101,0.004694622,10.00432006,0.17,0.82
11/7/1984,0.3,0.75,7.3,4.483181564,0.075878122,7.506693441,0.02,0.8
11/8/1984,0.3,19.93496905,7.3,8.501932961,0.0011163,18.86832522,0.02,0.8
11/9/1984,0.3,21.75,7.3,11.68112011,0.097461162,23.57419407,0.02,0.8
11/10/1984,0,0,7.3,10.77184358,0.23845315,22.34283239,0,0.8
11/11/1984,0.3,6.5,7.3,7.052958101,0.159063833,15.20407167,0.02,0.8
11/12/1984,0.3,17.5,7.3,11.64582402,0.118307093,23.00039883,0.02,0.8
11/13/1984,0,0,7.3,7.707469274,0.284547092,16.81130226,0,0.8
11/14/1984,1.8,13.5,7.1,8.23650838,0.111636361,17.73580087,0.12,0.83
11/15/1984,0,0,7.1,6.234913408,0.310329278,13.26504743,0,0.83
11/16/1984,1.8,0.25,7.1,5.008600559,0.275474675,9.449337273,0.12,0.83
11/17/1984,1.8,0.25,7.1,4.222634078,0.073983289,6.382949607,0.12,0.83
11/18/1984,1.8,0.25,7.1,3.634567039,0.111331237,3.613816056,0.12,0.83
11/19/1984,1.8,1.83004278,7.1,3.175416201,0.15123632,1.025469458,0.12,0.83
11/20/1984,1.8,30,7.1,6.627594972,0.179332843,16.68177282,0.12,0.83
11/21/1984,5.5,38.5,7.5,21.21111453,0.332019523,34.78144568,0.37,0.8
11/22/1984,5.5,33.75,7.5,35.48767877,0.209788279,38.85174197,0.37,0.8
11/23/1984,5.5,34.25,7.5,28.34937151,0.204506588,35.73478721,0.37,0.8
11/24/1984,5.5,3,7.5,15.65406704,0.358198234,27.95404538,0.37,0.8
11/25/1984,5.5,3.5,7.5,8.537530726,0.317375363,18.52736505,0.37,0.8
11/26/1984,0,0,7.5,5.93102514,0.310342212,12.47634536,0,0.8
11/27/1984,5.5,20,7.5,7.375826816,0.245130362,17.38913553,0.37,0.8
11/28/1984,3.9,6.94802741,7.9,9.212480447,0.216357805,19.80240327,0.26,0.75
11/29/1984,3.9,3.25,7.9,6.649617318,0.122433267,14.3009771,0.26,0.75
11/30/1984,3.9,2.5,7.9,5.417597765,0.071819771,10.83118363,0.26,0.75
12/1/1984,3.9,32.75,7.9,10.32184358,0,21.88035093,0.26,0.75
12/2/1984,3.9,1.75,7.9,10.67734358,0.100936159,22.24749808,0.26,0.75
12/3/1984,3.9,3.75617485,7.9,7.31327933,0.077826164,15.9073262,0.26,0.75
12/4/1984,3.9,1,7.9,5.524265363,0.126443735,11.18639212,0.26,0.75
12/5/1984,4.428024512,4.5,7.7,4.866511173,0.187976968,8.885180595,0.25,0.78
12/6/1984,5.020500911,2,7.7,4.13175419,0.192826991,5.959488121,0.25,0.78
12/7/1984,0,0,7.7,3.636276536,0.230620588,3.603890602,0,0.78
12/8/1984,3.32409411,4.25,7.7,3.30973743,0.098217672,1.747920061,0.25,0.78
12/9/1984,1.596740697,0.25,7.7,3.025885475,0.147691564,0.1237636,0.25,0.78
12/10/1984,0,0,7.7,2.738790503,0.143848959,-1.885498198,0,0.78
12/11/1984,0,0,7.7,2.532444134,0.28619867,-3.457927909,0,0.78
12/12/1984,0,0,7.7,2.348170391,0.214027069,-4.989966804,0,0.79
12/13/1984,4.8,5.606369725,7.7,2.257843575,0.001583203,-5.953532485,0.25,0.79
12/14/1984,4.8,42.38769524,7.7,7.036164804,0.027788321,16.97374034,0.25,0.79
12/15/1984,4.8,6.26616465,7.7,5.618111732,0.077907805,11.73895705,0.25,0.79
12/16/1984,4.8,4.265417725,7.7,4.831717877,0.019605386,8.830791981,0.25,0.79
12/17/1984,4.8,14.64451812,7.7,10.44093017,0.088146985,22.27109902,0.25,0.79
12/18/1984,4.8,18,7.7,7.980435754,0.027671776,16.65302763,0.25,0.79
12/19/1984,3.7,21.75,7.5,24.87632682,0.105840064,34.72321955,0.22,0.85
12/20/1984,3.7,6.25,7.5,10.3441676,0.130667878,21.46386708,0.22,0.85
12/21/1984,3.7,4,7.5,6.819536313,0.149487608,14.77296057,0.22,0.85
12/22/1984,3.7,21.5,7.5,9.193022346,0.057230494,19.57964659,0.22,0.85
12/23/1984,3.7,9,7.5,9.30896648,0.084258318,19.59334599,0.22,0.85
12/24/1984,3.7,22.25,7.5,15.98256704,0.096082371,27.82124157,0.22,0.85
12/25/1984,3.7,12.25,7.5,11.87864246,0.069248531,23.33182581,0.22,0.85
12/26/1984,3.7,2,7.5,8.181150838,0.024995493,17.85537537,0.22,0.85
12/27/1984,3.7,1.5,7.5,5.771715084,0.020415889,11.99139595,0.22,0.85
12/28/1984,3.7,3.25,7.5,4.700865922,0.01255129,8.294019183,0.22,0.85
12/29/1984,3.7,12.5,7.5,6.145064246,0.070158892,13.08919425,0.22,0.85
12/30/1984,3.7,1.75,7.5,5.654539106,0.142847812,11.70915804,0.22,0.85
12/31/1984,3.7,3.25,7.5,5.032608939,0.104692681,9.411542198,0.22,0.85
1/1/1985,0,0,7.5,4.412790503,0.195068191,7.161185207,0,0.85
1/2/1985,0,0,7.5,3.855293296,0.087453134,4.686711165,0,0.85
1/3/1985,2,0.25,7.5,3.404438547,0.269623042,2.346153587,0.13,0.85
1/4/1985,0,0,7.5,3.047002793,0.077489219,0.225227346,0,0.85
1/5/1985,0,0,7.5,2.734969274,0.043550935,-1.892656308,0,0.85
1/6/1985,2,0.25,7.5,2.52600838,0.131594368,-3.526578144,0.13,0.85
1/7/1985,2,0.25,7.5,2.330421788,0.114734468,-5.138416384,0.13,0.85
1/8/1985,2,1.25,7.5,2.171363128,0.014727641,-6.595790337,0.13,0.85
1/9/1985,2.189392003,0.25,8.2,2.009187151,0.064735431,-8.21497605,0.1,0.9
1/10/1985,0,0,8.2,1.851284916,0.055797606,-9.958355159,0,0.9
1/11/1985,0,0,8.2,1.717893855,0.061817277,-11.57567917,0,0.9
1/12/1985,1.589515707,0.25,8.2,1.589078212,0.091557935,-13.28968241,0.1,0.9
1/13/1985,0,0,8.2,1.520170391,0,-14.28183792,0,0.9
1/14/1985,0,0,8.2,1.387608939,0,-16.31738136,0,0.9
1/15/1985,0,0,8.2,1.314251397,0,-17.5347933,0,0.9
1/16/1985,0,0,6.8,1.187145251,0,-19.76093539,0,0.88
1/17/1985,0,0,6.8,1.071829609,0,-22.3619558,0,0.88
1/18/1985,0,0,6.8,1.09576257,0,-21.99054562,0,0.88
1/19/1985,0,0,6.8,1.093349162,0,-21.82958868,0,0.88
1/20/1985,0,0,6.8,1.038921788,0,-23.14088661,0,0.88
1/21/1985,1.7,7.664951595,6.8,3.670164804,0.146633279,5.8486154,0.1,0.88
1/22/1985,1.7,0.26192286,,3.018217877,0.079747423,1.60068471,0.1,1.04
1/23/1985,5.6,3.230699545,6.8,2.000136872,0,-8.144979742,0.41,0.89
1/24/1985,5.6,13.34704526,6.8,3.136575419,0,1.642952111,0.41,0.89
